Instruction,Gold Standard Response (Tunisian Arabic)
"جاوب على السؤال بخصوص الورقة بعد ما تقراها مليح.
الإدخال:
باش نقيسو إذا الترانسفورمر ينجم يتعمّم لمهام أخرى، عملنا تجارب على تحليل البُنى النحوية في الإنقليزية (إنقليش كونسيتوينسي بارسينغ). المهمة هذي فيها تحدّيات خاصة: الناتج فيه قيود هيكلية قوية وطويل برشة مقارنة بالمدخل. فوق هاذا، نماذج RNN سيكوينس-تو-سيكوينس ما نجّمتش توصل لأحسن النتائج في حالات الداتا القليلة.
السؤال: شنوة هو تحليل البُنى النحوية في الإنقليزية؟",تحليل البُنى النحوية (Constituency Parsing) هو عملية تحديد كيفاش الجملة الإنقليزية تتركب من مكوّنات (عبارات اسمية، فعلية...) في شكل شجرة. الهدف هو فهم الهيكل النحوي للجملة: شنوّة الفاعل، الفعل، والمفعول... وغيرها من العناصر.
"اقترح شوية أنشطة مفيدة ولا مواضيع كلام تستخدمهم في لقاءات باش تفكّ الجوّ .
الإدخال:","لعبة ""حقيقة ولا جرأة"" 

كل واحد يقول أطرف موقف صارلو

تحدي رسم حاجة في 30 ثانية

حوارات خفيفة: ""شنوة آخر مسلسل تفرّجت فيه؟""

أسئلة ""لو كان..."" (مثال: لو كان تنجم تعيش في أي عصر، شنوة تختار؟)

لعبة ""شنوّة الحقيقة؟"" (يعطي ٣ جُمل: ٢ كذب، وحدة صحيحة)"
"حوّل الـHTML المعطى لصيغة ماركداون.
الإدخال:
<code>Use `code` in your Markdown file.</code>","`Use `code` in your Markdown file.`"
"استخرج المنهجية اللي استعملوها في البحث من ملخّص الورقة، وهات الجُمَل بالضبط اللي تحكي عليها.
الإدخال:
قدّمنا نظام تعرّف كلام (سبيتش ريكوغنيشن) متطوّر معمول بالاعتماد على التعلّم العميق من البداية للنهاية (إند تو إند). المعمارية متاعنا أبسط برشة من الأنظمة الصوتية التقليدية اللي تعتمد على مراحل معالجة متعبة في التصميم؛ والأنظمة التقليدية عادةً تعطي نتائج ضعيفة في البيئات المزعجة. بالعكس، نظامنا ما يحتاجش مكوّنات مصمّمة يدويًا باش نمثّلو الضوضاء في الخلفية والرنين (ريفربيريشن) ولا اختلاف المتحدّث، إنما يتعلّم ديراكت دالّة متحصّنة ضد الحاجات هذي. ما نحتاجوش حتى قاموس فونيمات، ولا حتى مفهوم ""فونيم"". النقطة المفتاحية في المنهجية متاعنا هي نظام تدريب RNN محكّم يستعمل عدة GPUs، وزادا شوية تقنيات تركيب بيانات (داتا سينثيسيس) جديدة تسمح إننا نتحصّلو ع كمية كبيرة ومتنوعّة من الداتا للتدريب بكفاءة. نظامنا، المسمّى ""ديب سبيتش""، يتفوّق ع النتائج المنشورة قبل على سويتش بورد هاب٥’٠٠ (Switchboard Hub5'00) ويجيب ١٦.٠٪ نسبة خطأ على كامل التيست. زادا ديب سبيتش يتعامل أحسن في البيئات المزعجة مقارنة بالأنظمة التجارية المتقدّمة.","""نظام تدريب RNN محكّم يستعمل عدة GPUs""

""شوية تقنيات تركيب بيانات (داتا سينثيسيس) جديدة""

""نظامنا… يتعلّم ديراكت دالّة متحصّنة ضد الحاجات هذي"""
"يلزمك تكتب أسماء بعض الأوراق اللي مرتبطة بالورقة المعطاة.
الإدخال:
RoMQA: معيار, أدلة متعددة,الإجابة على الأسئلة متعددة الإجابات","MultiQA: Multi-Domain QA Dataset

HotpotQA

RAG (Retrieval-Augmented Generation)

UnifiedQA

QA-M: Multi-choice QA for Multimodal Inputs"
"اكتب ملخّص قصير ومكثّف للورقة بالاعتماد على الملخّص متاعها.
الإدخال:
Few-shot learning (إف إس إل) هو خطوة مهمّة للمستقبل في التعلّم الآلي ويثير اهتمام كبير. في هالبحث، ركّزنا ع مشكلة الإف إس إل في فهم الحوارات، اللي تشمل زوز مهام مترابطين: تحديد النيّة  وتعبئة الخانات . تبيّن إنو فهم الحوارات يتحسّن برشة كي نتعلّمو الزوز مع بعضهم. لكن في سيناريوهات الإف إس إل، التعاون هاذا يصير صعيب: من جهة، قلة الداتا تكبّر صعوبة نمذجة العلاقة بين الزوز، من جهة أخرى كيفاش نتعلّمو مهام متعدّدة مع بعض في الإف إس إل مزال موش واضح برشة. ردًّا ع هالمشكل، قدّمنا FewJoint، أول معيار  خاص بفهم الحوارات المشترك في وضعية الإف إس إل. FewJoint يوفّر كوربوس جديد فيه ٥٩ مجال مختلف من حوارات API صناعي حقيقي، ومنصّة كود باش تسهّل تجارب الإف إس إل، اللي من المتوقّع إنها تحرّك البحث في المجال. زيادة على هذا، لقينا إنو الأداء الضعيف في وضع الإف إس إل ينجم يسبّب تبادل مُشوَّش بين المهمتين ويعطّل التعلّم المشترك. باش نعالجو الموضوع، وجّهنا السلوت  بمعطيات صريحة عن النيّة واستعملنا آلية ""ترست جايتينغ"" جديدة باش نصدّو معلومات النيّة اللي ما فيهاش ثقة كافية ونضمن مشاركة بجودة عالية. زيادة على هذا، استعملنا إستراتيجية ""ربتايل""  في الميتا-ليرننغ باش نضمن تعميم أحسن في الدومينات اللي ماشفناهمش وقت الإف إس إل. في التجارب، الطريقة المقترحة حسّنت النتائج بوضوح ع داتاستين ووصلت لأحسن أداء جديد .",الورقة تقدّم FewJoint، معيار جديد لـ فهم الحوارات في وضعية Few-shot Learning. تشمل مهام تحديد النية وتعبئة الخانات في نفس الوقت، وتواجه تحديات بسبب قلّة الداتا. الباحثين يقترحوا طريقة جديدة توظّف attention filtering وmeta-learning باش تحسّن الأداء، مع تقديم داتا ومنصة جديدة تدعم البحوث القادمة.
"باش تكتب نوتيشن ABC (أ بي سي) لاغنية معطاة اسمها ""ذا ساوث ويند"" 
الإدخال:
ذا ساوث ويند","X:1
T:The South Wind
M:6/8
L:1/8
K:G
D | G3 GAB | A3 AGF | G3 EFG | A3 A2 D |
..."
"صنّف المجلة حسب محتواها في وحدة من التصنيفات: سياسة، أخبار الترفيه
، أخبار التكنولوجيا
، أخبار الأعمال
، الأبوة والأمومة والأطفال، الصحة والشفاء، الطبخ، الطعام والنبيذ، الفنون والأدب.
الإدخال: Inc.",أخبار الأعمال 
"قرّر إذا الإيميل المعطى يتبع قسم البروموشنز ولا السوشيال.
الإدخال:
العنوان: عندك دعوة
نص الرسالة: أهلا، نحب نضمّك لشبكتي في لينكدإن.",سوشيال – لأنو فيه دعوة شخصية للينكدإن، مش عرض ترويجي أو تخفيض.
"عندو قصة فيلم مفسّرة ببرشة إيموجيز. لازمك تتوقع اسم الفيلم حسب الإيموجيات.
الإدخال:🧙‍♂️🚪📚🦅⚡",Harry Potter (هاري بوتر)
"اخترع فكرة جديدة لسيناريو فيلم مشوّق، وحُط عنوان وملخص القصة.
الإدخال:
",بعد ما يفيق شاب في جبل معزول بلا أي وسيلة اتصال، يكتشف إن العالم اللي يعرفه تغيّر بالكامل. كل شي متصّل بالشبكة، وهو الوحيد المقطوع عنها… لكن الشي هذا مش صدفة. كل خطوة يقرب فيها من الحقيقة، تخلّي الخطر يقرب منو أكثر.
"بدّل الضمير من المتكلّم للغايب في الجملة المعطاة مع المحافظة ع المعنى، وتنجم تصيغها بطريقة أحسن.
الإدخال:
نجمنا نزيدو في كمية المخزون لي عنا من نفس المورد عاد قللنا المخاطر لي عنا",جمو يزيدو في كمية المخزون اللي عندهم من نفس المورد، وبهكا قلّو المخاطر اللي يواجهوها
"طبّق قواعد الكابيتاليزيشن اللي كل حرف ثاني يتبدّل بين صغير وكبير.
الإدخال:
الدليل: كل حرف ثاني يتبدّل بين lower case وupper case.
الجملة: عنكبوتا كبيرا سادا الثنية.",فماش caps  في العربي
"أوجد تكرير حرف باستعمال مترادفات كلمات في الجملة المعطاة.
الإدخال:
رامي يلبش شابو كل نهار","تكرير حرف الشا ""ش"" → ""يلبس قبعة"" بدال ""يلبش شابو"""
"حوّل الوصف المكتوب للغة طبيعية إلى أمر في باش.
الإدخال:
اقرا اول 10 سطورا من ""ف""","head -n 10 ف"
"جهّز جدول يحتوي ملخّص معلومات المشاركين في المؤتمر.
الإدخال:
كان فما مؤتمر باش يناقشو كيفاش نحسّنو جودة التعليم في المدارس. المتحدّث الرئيسي هو البروفيسور كرو بيردي (cpurdie@email.com)، حكى ع أهمية وضع مقاييس عالية للطلبة والأساتذة. قال يلزم المدارس تكون أماكن ينجمو الطلبة يتعلّمو فيها ويتحدّو أرواحهم. المتحدّثين الآخرين كانو المعلّم أوليفر مالاشي (oliver@email.com) وولي الأمر كولبي ريس (kolbyreese82@email.com). المعلّم حكى ع لزوم تحضير الأساتذة مليح ولازم تكون عندهم توقّعات عالية من طلبتهم. الولي حكى ع لزوم مشاركة الأولياء في تعليم صغارهم. وكان زادة نقاش ع أهمية التمويل للمدارس.","| الاسم         | البريد الإلكتروني                                       | الدور           | المداخلة الرئيسية            |
| ------------- | ------------------------------------------------------- | --------------- | --------------  |
| كرو بيردي     | [cpurdie@email.com]| المتحدث الرئيسي | أهمية وضع مقاييس عالية للطلبة والأساتذة |
| أوليفر مالاشي | [oliver@email.com]| معلّم             | ضرورة تحضير الأساتذة وتوقعات عالية          |
| كولبي ريس     | [kolbyreese82@email.com] | ولي أمر         | أهمية مشاركة الأولياء في التعليم   |
"
"أعمل قائمة بالمفاهيم اللي لازم الواحد يتعلّمهم قبل ما يوصل للمفهوم المعقّد المذكور.
الإدخال: Deep Learning","الجبر الخطي (Linear Algebra)

الإحصاء والاحتمالات

البرمجة بلغة مثل بايثون

أساسيات تعلم الآلة (Supervised/Unsupervised)

الشبكات العصبونية البسيطة

الانحدار اللوجستي والخطي

التفاضل والتكامل (Gradient Descent)

مبادئ Backpropagation"
"عاود صياغة الجملة اللي تنجّم تكون مبهمة باستعمال عبارات أوضح.
الإدخال:
الدجاجا حاضرا بش تاكل",الدجاجة جاهزة ومطبوخة، تنجم تكلها توّة.
"حلّل الانطباع متاع التغريدة المعطاة وصنّفو: إيجابي، سلبي، ولا محايد.
الإدخال:
""هاذي احسن ورقة غش ولقيتها عندي برشا.""

",إيجابي
"عندك أمر بلغة بايثون، حولّه للروبي.
الإدخال:
print(""Hello World!"")
","puts ""Hello World!"""
"عندك جملة بالمنطق من الدرجة الأولى، ترجمها للغة طبيعية.
الإدخال:
∃x∀y(soldier(x)→general(x,y))",فما واحد، كل ما يكون جندي، يكون هو جنرال بالنسبة لكل الناس
"عندك عبارة بحث (سيرش) ووثيقة (دوكيومنت). صنّف الوثيقة هل هي مناسبة للبحث أو لا.
الإدخال:
البحث: علاش السما زرقا
الوثيقة: الجواب المختصر: ضوء الشمس يوصل للغلاف الجوي للأرض ويتشتت في كل الاتجاهات بفعل الغازات والجزيئات في الهواء. الضوء الأزرق يتشتت أكثر من غيره خاطر يمشي بموجات أقصر وأصغر. وهذا علاش نشوف السما زرقا أكثر الأوقات.","نعم، الوثيقة مناسبة للبحث.
فيها شرح مبني علميًا للسبب اللي يخلي السما زرقا."
"أعمل قائمة بعناوين فرعية للموضوع المَعطى.
الإدخال: نظرية الموسيقى
","النوتة الموسيقية والأساسيات

الإيقاع والزمن

السلالم والمقامات

الهارموني (التناغم)

التكوين الموسيقي

التطبيقات في الموسيقى الحديثة

نظرية الموسيقى الشرقية والغربية"
"لخّص الفيلم بطريقة شوية ""snarky"" في جملة وحدة كي تفسّرو.
الإدخال: The Shining",كاتب يقرّر يرتاح في نزل مهجور… مع عايلتو، شوية أشباح، وبُعد عن البشر يخليو يكتشف إنه ما يحبهمش برشة
"اكتب الكلمات اللي تستجيب للشرط المعطى.
الإدخال: 5 بلدان تبدا بحرف ""س""","سوريا

السودان

السعودية

سويسرا

السويد"
"اعطِ اسم للأكلة المعطاة بالاعتماد ع المكوّنات والتعليمات.
الإدخال:
المكوّنات: 2 علب تونة (5 أونص) من Bumble Bee® Solid White Albacore، مصفّية - 1 أفوكا - 2 معالق كبار صوص سيراشا - 1 معلقة كبيرة ديجون ماستارد - 2 لـ 3 معالق كبار كرفس مقطّع - 2 معالق كبار بصل أحمر مقطّع - 2 بصل أخضر مقطّع - 1 معلقة كبيرة كسبرة خضراء مفرومة - ملح وفلفل حسب الذوق - كوبين كبار من الخضرة الورقية (ليفي قرين ليتوس) - كوب جزر مقطّع رقاق - 4 تورتيّا قمح كامل 10 إنش
التعليمات: في صحن وسط، اهرس التونة مع الأفوكا حتى يندمجوا. زيد بقية المكونات إلى الملح والفلفل، وخلّط مليح. باش تركّب اللفّة، حط في كل تورتيّا نصّ كوب خضرة ورقية، ربع كوب جزر رقاق، واقسم خلطة التونة بين اللفّات. لفّ التورتيّا بإحكام، قطّعها وتمتّع!","لفّة التن الحرا بالأفوكا "
"لخّص اجتماع من النقاط المعطاة، وحوّلها لسرد وكأنك تحكي من منظور حاضر في الاجتماع.
الإدخال:

روز: تحلّل الداتا وتقدّم الاستنتاجات
جون: يقترح فكرة جديدة
جين: تعيّنت مسؤولة ع المشروع
توم: يحتاج وقت أكثر باش يصلّح عطل في السوفتوير",اليوم في الاجتماع، روز كانت تخدم على تحليل الداتا وقدّمت شوية استنتاجات مهمّة. جون دخل بعد وطرَح فكرة جديدة للنقاش. جين خذات منصب جديدة كمسؤولة على المشروع، وبدات تحضّر في البلان. توم قال يلزمو شوية وقت إضافي باش يصلّح عطب في السوفتوير، وطلب دعم تقني
"أعمل قائمة بعض الأغاني المعروفة من الألبوم المعطى.
الإدخال: Back To Black","Rehab

You Know I’m No Good

Back to Black

Love Is a Losing Game

Tears Dry on Their Own

Me & Mr. Jones

Wake Up Alone"
"اخترع كلمة جديدة بالاعتماد ع الوصف.
الإدخال: الإحساس إنك عارف، وإنت مازلت تعيش اللحظة، إنّو الشي اللي يصير توّة باش يبقى ذكرى خالدة.",لحظنية ← لحظة + أبدية
"عندك لغة برمجة واسم دالة، اكتب أمر يوضّح كيفاش تستعمل هالدالة.
الإدخال:
اللغة: بايثون
الدالة: input","name = input(""شنو اسمك؟ "")
print(""مرحبا بيك يا "" + name)
"
"قدّم إطراء لطيف بالاعتماد على الصفة المعطاة.
الإدخال: الصدق
",صدقك يخلّي الناس تثق فيك من أول كلمة، مش ساهل تلقى شخص قدّ كلامو
"اكتب تقديم مختصر للريزومي بالاعتماد ع المعلومات المعطاة.
الإدخال:
الاسم: مارك
الجنسية: إيطالي
اللغة: إنقليزي
الصفات: مبدع، مركز ع الأهداف، متحفّز
المهارات: هندسة البرمجيات، التسويق بالمحتوى",مارك، شاب إيطالي يحكي الإنجليزية، مبدع ومتحفّز وعندو تركيز كبير على تحقيق الأهداف. عندو خبرة في هندسة البرمجيات والتسويق بالمحتوى، ويجمع بين الجانب التقني والاتصالي في خدمتو.
"أعمل قائمة بصفات تنجّم توصف العلامة التجارية المعطاة.
الإدخال: شركة ناشئة في التكنولوجيا مبدعة
","مرنة

ديناميكية

جريئة

صديقة للمستخدم

ذكية

متمركزة على المستقبل

سريعة التطوّر"
"الشخص عطاك معلومات إنه يحب يعمل رحلة عالطريق في الساحل الغربي (وست كوست). يبدأ قريب من سان دييغو وماشي للوس آنجلس. حضّرلو برنامج مع أحسن المحطّات والأنشطة في الطريق.
الإدخال: نلوج على رحلة على الساحل الغربي. الهدف هوا نبدا من سان دييغو ونسافر إلى لوس أنجلوس.

","النهار 1: انطلاق من سان دييغو : كوف لاجولا (كركبة بحرية، صخور)
النهار 2: وقفة في دانا بوينت : سان كليمنتي (شاطئ وهدوء)
النهار 3: نيوبورت بيتش : هنتنغتون بيتش (أنشطة بحرية، فود تراك)
النهار 4: سانتا مونيكا (البيار، العجلة، الشوبينغ)
النهار 5: وصول إلى لوس أنجلس : زيارة هوليوود، غريفيث بارك، صانسيت بوليفارد"
"الريجكس هي مجموعة حروف تحدّد نمط للبحث. حول الطلب المعطى للغة طبيعية إلى ريجكس.
الإدخال: طابق عنوان IP صالح
","^((25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)$"
"اكتب وصف عقار للبيع بشكل جذّاب ومهني. العنوان وبعض التفاصيل مقدّمة، كمّل بالباقي من خيالك إذا لزم.
الإدخال:
عنوان العقار: 412 مونتيري آف، كابيتولا، كاليفورنيا 95010
الباركينغ: 3 سيارات + كراج مفروش لسيارة وحدة
التفاصيل:

تصميم داخلي مفتوح
شبّاك فيه إطلالة عالبارك/الجبل
كوجينة بخزاين شاكر وكالكاتا كوارتز بيضة",مرحبًا بيكم في 412 مونتيري آف، كابيتولا  فيلا راقية و مزيانا برشا. تصميم داخلي مفتوح يملأ الفضاء بالضوء، مع شبابك كبيرا تطلّ على الجبل والبارك. الكوجينة مجهّزة بخزاين راقية وتوب كالكاتا كوارتز أبيض. فيها باركينغ لـ3 كراهب وكراج مفروش.
"عطاك وصف لعقار. استخرج المعلومات والتفاصيل الأساسية عليه.
الإدخال:
""امشي للبحر من كابيتولا نولز! استوديو فوق  فيه سطح خاص وكبير يشوف على الطبيعة. دار ظريفة جاهزة للسكن وتستنى لمساتك الخاصة. مناظر خضراء ومنظمة بالبستنة محيطة كيما حديقة، وفيها مسبح وجاكوزي جماعية. موقع مرغوب... تمشي على رجليك لقرية كابيتولا، مخبزة غايل، مطاعم، شوبينغ، مدارس، ولا تطلع عالأوتوستراد 1 اللي قريب برشة.""

"," الموقع: كابيتولا نولز

 النوع: استوديو

 الجاهزية: جاهز للسكن

 المرافق: حديقة، مسبح، جاكوزي جماعي

 القرب: تمشّي للقرية، المطاعم، قريب من الأوتوستراد 1 ,  والمدارس

 الإطلالة: سطح خاص يشوف الطبيعة
"
"راجع وصف العقار اللي قدّموه وقولنا شنوة الحاجات الباهية فيه وشنوة السلبيات، واعمل قائمة بالنقاط الرئيسية (Key Takeaways).
الإدخال:
""فمّا سحر حقيقي في الجمع بين المعمار الفكتوري الآسر بطبيعته واللمسة العصرية. زيدلها حديقة متعدّدة المستويات خارقة للعادة وتلقى النتيجة: أناقة 444 شارع29. واجهة الدار مليانة ضوء والترابط انسيابي بين الليفينغ، الدينينغ، والكوجينة. كوجينة جديدة بتوب الكوارتز وأجهزة مطوّرة. صالة الطعام كبيرة عندها شبابيك كبيرة، ومع الصالة اللي جنبها، تعطي فضاء مثالي للضيافة. زوز غرف كبيرة في المستوى هذا في الخلف، بجلاسات كبيرة وخرجة مباشرة للحديقة. حمام كامل ومتجدّد بستايل عصري في المستوى هاذا. الغرفة الثالثة/الحمام الثاني في الطابق الأرضي - ينجم يكون غرفة ضيوف، مكتب، مكان سبور، إلخ. الجنينة الكبيرة ماشية في أرض عميقة وتتزيّن بتصميم مدرّج. غرفة بلانشيري/ستوكاج، باركينغ لسيارة وحدة في كراج، ألواح شمسية من تيسلا. منطقة رئيسية ومسطّحة من نوي فالي - قريب تمشي على رجليك لكل شي في نوي. خطوات على جي-تشورش وقريب من الشتلز والأوتوسترادات.""","الإيجابيات: تصميم معماري فكتوري + لمسة عصرية

حديقة متعدّدة المستويات

كوجينة جديدة وأجهزة مطوّرة

غرف واسعة 

مرونة في استخدام الغرفة الأرضية

طاقة شمسية (تيسلا)

موقع ممتاز في نوي فالي، قريب من كل شي  

السلبيات:

باركينغ لسيارة وحدة فقط

استعمال الجنينة يتطلب صيانة

Key Takeaways: الدمج بين الكلاسيك والحداثة يخلق طابع فاخر

مرونة في استعمال المساحات

الموقع مثالي للمشي والحركة اليومية

عقار متكامل للناس اللي تحب الستايل الراقي والعيش الحضري  "
"أعمل قائمة بكلمات تسويق عقاري تزيد قيمة العرض وتجلب مشترين أكثر.
الإدخال:","موقع استثنائي

قريب من جميع المرافق

تصميم عصري

جاهز للسكن

حي راقٍ وآمن

سعر منافس

فرصة محدودة

بيئة هادئة

جودة عالية

بناء حديث

قريب من المدارس/المترو/المراكز التجارية"
"اقترح شوية باكيجات عادة الناس يشروهم مع المنتج المعطى.
الإدخال: ماكبوك آير
","كيبورد وماوس بلوتوث

حقيبة حماية ضد الصدمات

ستاند للابتوب

ستيكرز لتزيين أو حماية الكيبورد

سماعات AirPods"
"صمّم قالب في ماركداون باش تحدّد نطاق تذاكر جيرا (Jira). الأعضاء يستعملوه كقائمة تفقد باش يتأكدو إن كل المعلومات الضرورية حاضرة وقت يصنعو تذكرة.
الإدخال:","##  JIRA Ticket Checklist

**عنوان واضح ومباشر**  
- [ ] 

** أهداف المهمة**    
- [ ] 

** شروط القبول**  
- [ ]  مفصلة  
- [ ] مثال على الحالة المثالية

** روابط**  
- [ ] 

**تفاصيل تقنية (إذا لزم)**  
- [ ] 

"
"في هندسة البرمجيات،قصة المستعمل هي شنو يحبّ المستخدم من النظام، والشروط القبول هي الشروط اللي لازم تتحقّق لها. كون شروط القبول مبسّطة بالاعتماد عالـقصة المستعمل المعطى.
الإدخال:
قصة المستعمل: كمستخدم، نحب نستعمل حقل بحث نكتب فيه مدينة، اسم، ولا شارع، باش نلقى خيارات نزل تناسب.","يظهر حقل البحث بشكل واضح في الصفحة الرئيسية.

المستخدم ينجم يكتب اسم مدينة، شارع، أو نزل.

النتائج تظهر مباشرة حسب الكلمات المدخلة.

إذا ما فماش نتائج، تطلع رسالة ""ما فماش نتائج مطابقة""."
"الـقصة المستعمل هي تفسير عام وغير رسمي لخاصية في السوفتوير من منظور المستعمل النهائي. اكتب قصة المستعمل للبرنامج المعطى.
الإدخال: Gmail",كمستخدم، نحب نستعمل Gmail باش نبعث ونتلقى الإيميلات بطريقة منظمة وسريعة، ونجم نفرز، نبحث، ونأرشف الرسائل بسهولة.
"اكتب تذكرة جيرا للمهمّة المعطاة.
الإدخال: موظف جديد

","عنوان: إعداد حسابات وأجهزة لموظف جديد
الوصف: تحضير كل الأمور التقنية والإدارية لموظف جديد يبدأ الأسبوع الجاي.
المهام:

 إنشاء حساب إيميل

 إعطاء صلاحيات للأنظمة

 تحضير الجهاز المحمول وتثبيت البرامج

 إرسال وثائق الانضمام

 جدولة اجتماع تعريف بالفريق
الأولوية: عالية
تاريخ البدء"
"عاود صياغة النص بأسلوب أكاديمي.
الإدخال:
""برشة أوراق تنشرت على الموضوع هذا.""",تكتبت برشة أوراق وبحوث على الموضوع هاذا، وهذا يبيّن قداش الناس مهتمّة بيه وقدّاش عليه نقاش كبير في الساحة الأكاديمية
"أعمل قائمة بالحسنات والعيوب للقرار المعطى.
الإدخال: تطبيق سياسة العمل عن بعد
","  الحسنات:

مرونة في التوقيت

تقليل التنقل والتكاليف

تحسين التوازن بين الحياة والعمل

إمكانية توظيف مواهب من أماكن مختلفة

 العيوب:

صعوبة في التواصل اللحظي

نقص في التفاعل الاجتماعي

تحديات في تتبّع الأداء

إمكانية التشتت أو ضعف التركيز في المنزل"
"اكتب ملاحظات مهمة ونقاط رئيسية حول الموضوع المعطى.
الإدخال: تاريخ الولايات المتحدة","🇺🇸 تأسيس الولايات المتحدة سنة 1776 بعد إعلان الاستقلال عن بريطانيا.

الحرب الأهلية (1861–1865) حول قضايا العبودية ووحدة البلاد.

شاركت في الحربين العالميتين وغيرت موازين القوى العالمية.

حركة الحقوق المدنية في الستينات بقيادة مارتن لوثر كينغ.

أصبحت من أكبر القوى الاقتصادية والتكنولوجية في العالم.

أحداث 11 سبتمبر 2001 كانت نقطة تحوّل في السياسة الداخلية والخارجية.

دور مؤثر في التكنولوجيا، الثقافة، والسياسة الدولية"
"بناءً على الكلمات المفتاحية المعطاة، اكتب تقييم لمطعم.
الإدخال:
الاسم: بيتزاريا
أسعار باهية، مكان هادئ، بنين، طاقم لطيف",يتزاريا كانت تجربة ممتازة! الأسعار معقولة. المكان هادئ برشة، بعيد على الزحمة. البيتزا كانت بنينة على الآخر، والعجينة خفيفة. الطاقم محترم، تحسّ بالترحاب من أول لحظة. نوصي بيه برشا!
"حوّل اللغة الطبيعية لتعليمات قيادة خطوة بخطوة .
الإدخال:
امشِ للغرب على آي-10 (I-10) حتى توصل للـ101  وبعدها خوذها للشمال. في الأخير باش تشوف علامة هوليوود قدامك.
","امشِ في الغرب على الطريق السريع I-10.

وقت توصل للطريق السريع 101، خذو في اتجاه الشمال.

كمل  حتى تشوف علامة هوليوود قدّامك."
"اعطي تصنيف ESRB للعبة هذي.
الإدخال:
هذي لعبة أكشن-مغامرة وين يعاون اللاعب كريتوس وولدو في رحلة خطيرة. يستكشفو عوالم مختلفة ويقاتلو أعداء مش طبيعيين أو حقيقيين (كيما رايدرز يشبهوللإنسان وكائنات خيالية كيما السينتور، التروول، والتنين). يستعملو فؤوس وسيوف بسلاسل باش يحاربو الأعداء، غالبًا مع دم كثير وتقطيع للأعضاء. ينجم اللاعب يعمل ضربات نهائية فيها طعن من قريب بأسلحة، وضربات متعددة بالفأس على رقبة المخلوق حتى ينقص راسو. يتقالت فيها كلمات كيما ""f**k"" و""sh*t"".","
M – Mature 17+
 فيها عنف دموي، مشاهد تقطيع، وضربات نهائية، وزادة كلمات زايدا."
"عندك وصف لون، لزمك تكتشف كود الـCSS اللي يقابل اللون هاذا.
الإدخال: لون أحمر فاتح مع درجة متوسطة فاتحة من الوردي","color: #FF7F9F; /* تقريبًا أحمر فاتح مع وردي متوسط */"
"عرّف الأخطاء الموجودة في الكود المعطى وصلّحها، وبعد أعد كتابتو.
الإدخال:
for i in range(10) print(Answer is:) print(i)","
 الأخطاء:

ما فمّاش نقطتين : بعد الـ for

النص داخل print موش في علامات تنصيص

لازم يكون print داخل اللوب

 الكود المصحّح:  for i in range(10):
    print(""Answer is:"")
    print(i)
 "
"أعمل ليستل بعبارات شائعة للقسم المحدّد من الورقة.
الإدخال: مقدّمة","تعتبر المسألة هذي من أهم المواضيع اللي تهم الباحثين حاليًا.

في السنوات الأخيرة، شهدنا اهتمام متزايد بالمجال هذا.

الهدف من الورقة هذي هو تسليط الضوء على…

تتمثّل المشكلة الأساسية في…

باش نقدمو تحليل مفصّل، نعتمدو على…"
"احنا وصّفنا مشهد من فيلم شفناه قبل. اكتشف شنوة هو الفيلم.
الإدخال:
يلزمك تختار بين حبة حمرا ولا حبة زرقا",The Matrix (ذا ماتريكس)
"خذ وصف المنتج واكتبلو اعلان إبداعي.
الإدخال:
كاميرات الوثائق تخلي المعلّمين يورّيو وثائق، كتب، ولا حاجات للطلبة باش يشوفوها",خلي الدروس تولّي حيّة! مع كاميرا الوثائق، المعلّمين يقدرو يورّيو كتب، وثائق، وأي حاجة للطلبة بكل وضوح، مباشر على الشاشة. من صفحة صغيرة إلى عرض كبير، الكل يشوف ويتفاعل. أداة بسيطة، تأثير كبير!
"حوّل الوصف المكتوب بلغة طبيعية إلى معادلة في غوغل شيتس.
الإدخال:
اذا كانت خلية C7 تساوي ""امريكا"" ولا ""كندا"" ولا ""اوروبا"" ولا ""الأميركاز""","=IF(OR(C7=""أمريكا"", C7=""كندا"", C7=""أوروبا"", C7=""الأميركاز""), TRUE, FALSE)'
"
"عندك تغريدة، قرّر إذا هي مهينة ولا لا.
الإدخال:
هي بلحق خذات شوية هجوم خاطرها بصراحة … اممم بهيما",نعم، التغريدة مهينة.
"باش تعمل تمارين سريعة في البيرو، اقترح روتين قصير ونافع.
الإدخال:","30 ثانية squats

30 ثانية push-ups (ولا على الحيط)

30 ثانية lunges (قدّام وورى)

"
"توقّع قداش صاحب الريفيو باش يعطي من نجوم للمطعم بالاعتماد عالتعليق.
الإدخال:
""التقييمات كانت هايلة، اما الصراحة حسّيتو عادي برشة. يبان بلاصة سياحية عادية والماكلة نص نص. الخدمة اوكي، موش هايلة اما موش الاسوأ. الخبز كان بنين برشة. طلبت مسّلز فرايز، كان فيهم طعم بصل فيداليا حلو. ما فيش فايدة من الفرايز خاترهم طراو وما فيهمش مذاق. صاحبي طلب باستا دجاج بالبيستو وزادا كانت نص نص.""",3 نجوم من 5
