id,Prompt,NEW_MODEL_NAME_HERE
TB_506,"بش نعطيك تفسير لكود, حاجات بالضبط . حاشتي بيك بش تعاوني نصنع كود بش نسرع في التطوير. مدخل: fonction بيثن بش نشوف نومرو زوجي",
TB_507,"كي توحل في مشكلة متع كود, احسن بلاصا بش تشوف اعانة هيا الوثائق . اقرا الوثائق بالباهي و شوف كان فما حاجا تغطي المشكل الي عندك. الجواب قدامك. كان لا حاول لوج على كلمات عندهاعلاقا بالمشكل متاعك. اعطيني الرابط الباهي للكلمات لي عطيتهملك. مدخل: sql لوج قيمة متعاودا",
TB_508,"دخلنا ميزانية قضية الدار في الجدول هاذا. احسبلي العمود اللخر بالfonction لي عطيتهالك و عاود اكتب الجدول كامل. اقرا حساب, الاعمدة على بعضهم مفرقين بفاصل, و اسطر مقسومين ب ""|"". حاجا,قداش,سوم,مجموع | منغا,5,500,؟ | تفاح, 4,150,؟|زيت,2,1500,؟ function:عمود2*عمود3",
TB_509,بللهي اكتب اسم fonction Excel تابعا كل وصف:ترجع نومرو النهارا بينات نهارين- ترجع البدايا متع نص في وصط نص آخر- ترجع الرقم في وسط مجموعا متع نوامر,
TB_510,شنوا الخطوات بش نستعمل نص عشوائي بش تعبي كلام في الورد دوكيمون متاعي؟,
TB_511,"اعمل بالات كولور هادية , البالات كولور اون جنرال تجي مزيانة و رقيقة , هاك علاه لازمك تتأكد انو الPresentation متاعك لازمها تبدا اككا,اختار حتى خمسة الوان ولا les codes متاع الالوان.",
TB_512,"شريت زوز مراول من بوتيك و سوم كل واحد 10 دينارات.وشريت زادا سروال ب 20 دينار , و بعد شريت روبا ب 30 دينار , و زدت  شريت زوز صبابط ب40 دينار.في الاخّر شريت جيلاي ب 50 دينار,اعملّي جدول فيه الدبش , عددهم و سومهم , فرّق الخانات ب
""|"".",
TB_513,القالي جمل من بلايص فيهم ثيقا كيما Guardian ولا Forbes فيهم بالضبط كيما الجملة لي بش نعطيهالك. و اعطي المصدر متع كل جملة. مدخل: فما برشرا اختيارات باهين,
TB_514,"وقت الكتيبة , زدنا النجمة للكلمة لي مجاتش على بالنا ,لازمك تعطي شوية امثلة باش توضّح الكلمات الكل الّى تنجم تستعملهم في الجملة في عوض اكا النجمة . * بش نعرفو",
TB_515,اعطيني كلام بديل للكلمة المسطرا: الي _توقعناه,
TB_516,اعطيني أسئلة على الوغة R,
TB_517,نحب كيفاش نعمل تلخيص في اللنكد ان,
TB_518,"اكتب منشور على لينكدإن يعلن إنك قبلت عرض عمل جديد.
الإدخال:",
TB_519,"أعمل قائمة بمهارات محبّذة للمهندسين البرمجيين باش يضيفوها في لينكدإن.
الإدخال:",
TB_520," باش يتسألك هالسؤال في لينكدإن سكيل أسسمنتس:

إنبوت: إنت تكتشف اللي البروجّي متاعك فيه تاغ وفرع نفس الاسم بوش-نوتيفيكايشنز، والشي هاذا يسبب لخبطة كي تحاول تطبع المرجع المعيّن. كيفاش تنجم تحدّد الفرع اللي تحب تشوفه؟",
TB_521,"خوذ عنوان المنتج واستخرج الخصائص متاعه. الخصائص في الحالة هاذي تشير للمواصفات متاع المنتجات كيما الماركة واللون. لازم تكون إجابتك قائمة تتبع الصيغة: ""الخاصية: القيمة"".
الإدخال: SAMSUNG 980 PRO SSD 2TB PCIe NVMe Gen 4 Gaming M.2 Internal Solid State Hard Drive Memory Card, Maximum Speed, Thermal Control, MZ-V8P2T0B",
TB_522,"يلزمك تكتب وصف منتج يقنع المشتري اللي المنتج مفيد.
الإدخال:  لعبة فليب سلايد ، لعبة إلكترونية محمولة | قلب، زلق، وطابق الألوان باش تتغلب على الوقت - 4 أوضاع لعب - متعة جماعية.",
TB_523,"شنية المنتجات الأخرى على أمازون اللي تنجم تهم شخص زار المنتج هذا؟
الإدخال: زيرول زيرولون هاردكوت أناودايد اشهار آيس كريم سكوب بمقبض مملوء بسائل فريد ناقل للحرارة، إطلاق سهل، مصنوع في الولايات المتحدة، بسعة واحد فاصل خمسة أونس، لون أسود.",
TB_524,"قارن العنصر المعطى مع منتجات مشابهة بناءً على خصائصه كيما السعر، التقييم، إلخ. بش تقارن بين المنتجات، استعمل جدول وافصل الأعمدة بعلامة ""|"".
الإدخال:أقلام آي بايام للمفكّرة والتخطيط، أقلام ملوّنة، ماركرز برأس دقيق، أقلام رسم برأس دقيق، قلم فاينلاينر مسامي للتدوين والكتابة وتدوين الملاحظات والتقويم والتلوين والفن والمكتب ولوازم العودة للمدرسة، ١٨ لون.",
TB_525,"اكتب مراجعة و تبع المعلومات المعطاة.
الإدخال:
- المنتج: برسيل ديسكس لاندرِي ديترجنت باكس، الرائحة الأصلية، متوافق مع الغسالات عالية الكفاءة (HE)، صابون للغسيل، 62 قرص
- الاحساس: إيجابي",
TB_526,"اكتب وصف قصير للفيلم أو المسلسل المعطى.
الإدخال: ""ذا ويتشر (2019)""",
TB_527,"فكّر في شوية مسلسلات وأفلام اللي تنجم تكون ممتعة لشخص عجبو ""سكويد غايم"".
الإدخال: ""سكويد غايم""",
TB_528,"عطي أمثلة على برامج وأفلام معروفة في الصنف المعطى.
الإدخال: الصنف: ""برامج الجريمة التلفزية""",
TB_529,"في شنوّة الاصناف يندرج الفيلم أو السلسلة المعطاة؟
الإدخال: ""مانيفست""",
TB_530,"عطي وصف وجيز للنوعية هذي من الأفلام والمسلسلات.
الإدخال: ""درامات الفترة الزمنية"" ",
TB_531,"عطينا مثال كيفاش نعمل جدول محتويات  يتكوّن آليًا في مستند لاتيك. تاكّد إنّ المثال فيه الأوامر اللازمة.
الإدخال:",
TB_532,"تخيّل إنك تملك تدوين FEN للوحة شطرنج. كيفاش تنجم ترسم لوحة تبيّن الحالة هذي للوحة الشطرنج في LaTeX؟ حضّر كود LaTeX يضمّ كل الأوامر والحِزَم الضرورية.
الإدخال:





",
TB_533,"شنوّا هو الناتج متاع كود الـLaTeX المعطى؟
الإدخال:
\documentclass{article}
\begin{document}
First document. This is a simple example, with no extra parameters or packages included.
\end{document}",
TB_534,"لوج على شوية قوالب لاتيك مناسبة للمهمة المطلوبة وارفق الروابط ليها.
الإدخال: ""واجب منزلي""",
TB_535,"اكتب دليل بسيط باش ترفع قاعدة البيانات الببليوغرافية عالـOverleaf.
الإدخال:",
TB_536,"اختار بلايليست في سبوتيفاي تناسب الحالة المزاجية المعطاة، وعطينا رابطها.
الإدخال: ""حاسس بروحي بخير""",
TB_537,"كوّن بلايليست سبوتيفاي على حسب الجو، وانشرها كيما ليستة اغاني.
الإدخال: ""الجو: نبرمج في الويكاند""",
TB_538,"كيفاش توصف معنى هالكلمات؟ وضّح بعض الاستعارات الموجودة فيها.
الإدخال:حبي عندو حسّ الفكاهة
هي الضحكة في جنازة
تعرف رفض الناس الكل
كان لازم نعبدها من قبل",
TB_539,اقترحلي متب تتسمع ل عباد يسمعوهم اول مرا. اجلبهم و اختار اشهر وحيد. ادخال:,
TB_540,اعمل ليستا متع اشهر بودكاستوات,
TB_541,"يلزمك تاخذ وقتك باش تقرأ الوضعية والمشكل مليح وتعطي أحسن نصيحة تنجم.
الإدخال:
أنا قاعد نعمل رحلة بالسيارة في نيوزيلاندا مع صاحب، وهو بصراحة قاعد يجيبلي الصداع. ما عجبوش حتى تور من اللي عملناهم وما يحبش يحكي في حتى موضوع. دخلنا في الأسبوع الأوّل من رحلتنا وهاذي أهدأ مرّة نحس روحي فيها كي نكون مع شخص آخر، خاتر هو يصدّ كل محاولاتي في الكلام. يلبس الأيربودز في الكرهبة وفي مكان الإقامة – مش إني ما زلت نحاول نحكي معاه. الصراحة هو ناشر طاقة سلبية في كل شيء وقاعد يخرّبلي الرحلة.

ما عنا حتى حجز للجزيرة الجنوبية، لذلك قررت نفكّر نخلّيه في ويلينغتون عند الفيري. بالك نحجز كرهبة وحدي في بيكتن ونرتاح وحدي في باقي الرحلة. (مجرد التفكير في هالحاجة يجيبلي إحساس كبير بالراحة، لدرجة نحس بروحي نتأثّر. باش نخلّص اللي يلزم باش نبعد عليه.)

طبيعي كان نقوله إنه قاعد يفسّد رحلتي بطاقته السلبية ما هوش أحسن طريقة نتعامل بها مع الموقف. عندكم أي نصيحة بخصوص الطريقة الأنسب باش نعمل انفصال ودي؟ ولا على الأقل نتجنّب عركة كبيرة تجرّحنا وتخلّينا على عداوة؟",
TB_542,"بش نعطيك وصف فيه مجموعة من الحقائق أو السيناريوات، وعليك إنك تخلق قصة مبنية عليها. القطع الناقصة لازم تملاها بإضافات خيالية تكون منطقية في نفس الوقت.
الإدخال: عشرة فرق كورة قدم أوروبية – هولندا، إنجلترا، بلجيكا، الدنمارك، فرنسا، ألمانيا، النرويج، السويد، سويسرا، وويلز – بش يشاركوا في حملة “OneLove” طيلة الموسم للتشجيع على الدمج ومناهضة التمييز.",
TB_543,"بناء عالتساؤل المعطى، اقترح شوية كلمات بحث مشابهة.
الإدخال: ""تعلم اللغة الفرنسية""",
TB_544,"اقترح شوية أوراق بحثية على حسب مصطلحات البحث اللي عطيتهم. اكتب أسامي الأوراق.
الإدخال: ""الموضوع: قانون التحجيم + تعلم الآلة""
",
TB_545,"حضر قالب توقيع للإيميل للشخص أو الشركة المعطاة.
الإدخال: ""طالب دراسات عليا في علوم الكمبيوتر""",
TB_546,"تفاعل بالطريقة المناسبة مع تقييمات حرفاك. في ردودك، تنجم توضّح سياسات مشروعك وخدمات الحرفاء.
الإدخال:
مرّة أخرى رجعنا وما خيّبناش الظن. مكان رائع للإفطار أو البرنش – وما يلزمش تاكل حاجة أخرى لوقت طويل بعدو. المطعم قريب من منطقة تندرلوين، يعني لازم تبقى منتبه للّي يصير حواليك. جرّبنا الأومليت بالسوكوتاش (على الأقل مرتي عجبها برشا)، البينيديكت بالبورك المسحوب والهانغتاون فراي . الكميات كبيرة والأسعار معقولة. كنت نتمنّى لو نقدر نجرّب الـBeignet Flight! أكيد مكان يستاهل باش تمشي لو. أحيانًا يكون زحمة شوية، خلي عندك صبر. أي انتظار يستاهل.",
TB_547,"اكتب بايو تويتر جيّد. حاول تغطي كل النقاط الأساسية اللي قُدِّمِت في البايو 
الإدخال:
الاسم: جين
النقاط الرئيسية:
- مهندسة معمارية
- مهتمّة بالتكنولوجيا
مكتوب بضمير المتكلّم
بنبرة عفويّة",
TB_548,"يلزمنا نكتبو تغريدة على موضوع معيّن باش نشاركو أخبار الشركة وحقايق عنها. بللهي اقرا الحقايق والتفاصيل المعطاة مليح وبعد حضّر تغريدة مبنية عليهم.
الإدخال:
- الخبر: الطلبات للتربص الصيفي مفتوحة توّة
- ابدأ بربط الموضوع مع هالوين",
TB_549,"وصف الوظيفة ( هو وثيقة توضّح بوضوح المتطلّبات، المهام، المسؤوليات، والمهارات اللازمة للقيام بدور معيّن. يلزمك تكتب وصف وظيفة بالاعتماد على المعلومات المعطاة. لازم ترتّب المسؤوليات والمهام في ترتيب منطقي. تذكّر إنو الموظفين المحتملين ياخذو أول انطباع على شركتك من وصف الوظيفة، يعني لازم وصف الوظيفة يبيّن جاذبية شركتك.
الإدخال:
الشركة:اسم الشركة

الوظيفة: مهندس برمجيات 

المسؤوليات الوظيفية:

استلام وتنفيذ مراجعات الكود مع مهندسين آخرين.
كتابة اختبارات وحدة ، اندماج ، ومن البداية للنهاية  للتأكّد من الوظائف باستعمال أُطر الاختبارات التلقائية كيما Pytest.
التعاون مع زملاء مهندسي البرمجيات لتطوير الخصائص اللي يطلبوها أصحاب المصلحة في الشركة .
المشاركة في فرق أجايل لتطوير، واختبار، وتتبع وإصلاح أنظمة معالجة بيانات معقّدة وتطبيقات تحليل البيانات باستعمال أنظمة المعالجة الكبرى كيما Apache Spark.
تشخيص الأخطاء وإصلاحها والقيام بتحليل السبب الجذري  للأعطاب والعيوب.
المهارات والخبرة اللي تلزم للنجاح:

خبرة في لغة برمجة حديثة. نستعمل بايثون وPySpark بكثرة.
خبرة في أنظمة الكلاود كيما AWS ولا Azure
خبرة في كتابة استعلامات SQL
مهارات اتصال كتابية وشفاهية قوية
حبّ للعمل في بيئة تعاونية عالية
بعض الخبرة في التصوّر البياني  كيما Tableau ولا PowerBI ينجم يعاون",
TB_550,"بالنظر للسبب اللي يخلّي الرفض، اكتب رسالة رفض مهذّبة باش تبلّغ مرشّح إنو ما تمّش اختياره.
الإدخال:
السبب: جيت في المرتبة الثانية",
TB_551,"قرّرنا العنوان والموضوع لمقالة المدونة متاعنا. نحبّك تكتب فقرة مقدّمة تشدّ بها انتباه القرّاء.
الإدخال:
عنوان المدونة: Healthy Apple Muffins
موضوع المدونة: وصفة ونصايح باش تطبخ مافن تفاح صحّي وبنين",
TB_552,"صمّم مخطّط لمقالة مدوّنة بالاعتماد على المعلومات المعطاة، ورتّب الأقسام كيف ما يلزم.
الإدخال:
التدوينة هاذي باش تكون على كيفية إعداد قائمة أفكار هدايا في آخر لحظة. الأسلوب باش يكون مريح وعفوي.",
TB_553,"اكتب قسم لموضوع مدوّنة وحاول تغطّي كل المعلومات المعطاة على هالقسم في نصّك.
الإدخال:
موضوع المدونة: 7 صيحات موضة خريفية تستاهل تاخذهم معاك في سفرتك
عنوان القسم: الجينز الموثوق
النقطة الرئيسية: الجينز ينجم يتلبس طول العام ويبان حلو مع أي حاجة",
TB_554,"كوّن تعليق مفصّل لمشاركة على انستغرام بخصوص تخفيض. التعليق لازم يفسّر المنتج، يقدّم التخفيض، ويبيّن للمستخدم كيفاش يستفيد منو.
الإدخال:
المنتج: دورة Golang
وصف المنتج: تعليم المهارات الأساسية لبناء خدمات سحابية، وتطبيقات ويب، وأدوات DevOps، وتطوير الباكاند
التخفيض: 50%
كيف تستفيد: استعمل كود الكوبون: GOLANG",
TB_555,"اعمل تعليق جذاب على انستغرام بالاعتماد على التفاصيل المعطاة. حاول تفكّر في برشا تعليقات ممكنة.
الإدخال:
أنا نشارك صور أوّل ثلج في السنة مصوّرة من شباك في المكتب",
TB_556,"عندك موضوع لمنشور انستغرام. عاون المنشور باش يوصّل لأكبر عدد ممكن من الناس باقتراح هاشتاقات عندها علاقة بالموضوع.
الإدخال:
حلقة أخرى من سلسلة ""النساء في العلم"" خرجت توّة
",
TB_557,"استعمل إيموجيز مناسبة باش تعبّر على المعنى في النص المعطى.
الإدخال:
قطوسة ظريفة تلعب ناعمة",
TB_558,"فمّا موضوع بوست يوتيوب ، وبناءً عالمعلومات، يلزمك تكتب مقدّمة  تبدأ بيها الفيديو. مقدّمة جذّابة تخلي الناس مهتمّين ويتابعو للآخر. حبّذا لو تجيب أكثر من مقدّمة.
الإدخال:
فيديو يوري كيفاش تعمل فنجان قهوة بنين",
TB_559,"باستعمال الموضوع المعطى كنقطة بداية، اقترح أفكار لفيديوهات تنجّم تعملها على يوتيوب.
الإدخال:
بالرغم اللي التسويف يخلّيك تحسّ بشعور سيّئ، علاش تعمل فيه؟",
TB_560,"يلزمك تختار عنوان لفيديو على يوتيوب بناءً على المحتوى متاعه. عنوان الفيديو يوضّح للمشاهدين شنو يتوقعو. لازم يكون واضح وجذّاب. ما تستعملش عنوان مبهم.
الإدخال:
تعملت دراسة بحثية باش نعرفو إذا الرياضة فعلاً تنجّم ""تعزّز"" عملية الهضم ولا لا",
TB_561,"اختيار اسم لقناة يوتيوب لمنتوجك ولا لخدمتك حاجة مهمّة. بالاعتماد عالوصف، لازمك تخرج أفكار أسماء تشدّ الانتباه. خذ وقتك وفكّر مليح.
الإدخال:
هنا باش تلقى فيديوهات ومحتوى يساعد الطلبة يحضّروا عملية التقديم لجامعات الدراسات العليا وكيفاش يقدّمو عليها
",
TB_562,"لقى الإجابة اللي أحسن توصف الكلمة المأكّد عليها في جملة الـSAT، واختار الخيار الصحيح وفسّر معنى الكلمة.
الإدخال:
بالرغم من ال_cacophony، الطالب حاول يقرا.
A. أصوات عالية
B. موضوع صعيب
C. ساعة متأخرة
D. إضاءة خافتة",
TB_563,"لقى مرادفات للكلمة المعطاة. لازمك تبيّن كيفاش تختلف المرادفات على الكلمة الأصلية في المعنى والاستعمال إلخ.
الإدخال:
adversity",
TB_564,"احكي على أصول كلمة وتاريخها اللي معطاتلك.
الإدخال:
oblique",
TB_565,"اعطي للعلامة التجارية اللي قدّموها شعار تسويقي تقدر تستعملو في استراتيجيات التسويق متاعها.
الإدخال:
محل الآيس كريم محل صغير وكيُوت في قلب المنطقة التاريخية. يقدّم نكهات مختلفة من الآيس كريم، زادا آيس إيطالي، جيلاتو، وسوربيه. عندهم كمشة طاولات وكراسي، أمّا أغلب الحرفاء ياخذو تيك أواي. عندهم برنامج ولاء وين تقدّر تاخذ سكوب آيس كريم مجانا بعد 10 مشتريات.",
TB_566,"يلزمك تكتب إيميل تأكيد بطريقة مناسبة للموقف.
الإدخال:
حددنا موعد اجتماع، والشخص اللي بعث الرسالة يستنى في لاخر يراجع الصفحات.",
TB_567,"يلزمك تكتب إيميل باش تفاوض بيه على الشهرية متاعك.
الإدخال:",
TB_568,"اكتب إيميل للحاضرين كتنبيه إنو الحدث قرب يجي.
الإدخال:

",
TB_569,"ينجم يعاون برشة لو تقترح اختصار للمخزن.
الإدخال: إطار عمل بايثون باش تعمل، تعدّل، وتستدعي الدواير الكوانتية (نوازي إنترميديات سكيل كوانتوم - ن آي إس كيو).",
TB_570,"اكتب دليل خطوة بخطوة باش تحلّ كونفليكت دمج في جيتهاب.
الإدخال:",
TB_571,"عمل واحد ولا أكثر ينجم يتنفّذ آليًّا بخاصّية الوورك فلو (Workflow). الوورك فلوهات هذي تتعرّف في الريبو بملفّات واي أم أل (YAML) وتنجم تمشي كي يصير إيفنت في الريبو، وزادة يدويا، ولا في وقت معيّن بجدولة. هات مثال على وورك فلو يبيّن خصائص السي آي/سي دي (CI/CD) متاع جيتهاب أكشنز.
الإدخال:",
TB_572,"التاغلاين متاع الفيلم هو الشعار الإعلاني، عادةً ينطبع على الأفيشات قبل الإصدار الرسمي. هو وصف قصير ولا تعليق على الفيلم باش يلمّ جوهره، وفي الأخير يجعلك تحب تفرجو. هذي مثال:
الإدخال: الفيلم: جوكر (2019)",
TB_573,"عندك شوية تقييمات (ريفيوز) لفيلم. كل فيديو ربّما ذكر نقاط سلبيّة ولا إيجابيّة على الفيلم. إقراهم مليح وطلّع النقاط الإيجابية والسلبيّة الكل اللي تذكرت في التقييمات. بعدين، اعمل قائمة بالنقاط هذي وخصّصهم كـ Positive Points وNegative Points.
الإدخال:

ريفيو ١: مش متأكّد إذا المشكلة فقط في إنو إيد نورتون يزعجني برشة في الفيلم، أمّا عمري ما صدّقت فكرة فايت كلوب كظاهرة ثقافية منوّعة. إي نعم القصّة مبتكرة، مع نصّ قويّ، شخصيات مشوّقة، وتصوير سينمائي مكثّف. أمّا هل يستحق كل هالمديح؟ بالنسبة ليا يبدأ يهبط مستوى الفيلم في النصّ الثاني ويولي ممل في آخره. كل شي يولي شوية طفولي ومفتعل كيف القصة تبعد عالأساسيات متاعها وتدخل في جوّ الغضب ضد النظام. نحترم برشة طريقة صنع الفيلم هذي، لكن كيما الماتريكس نحس الناس تعطي أهمية أكبر مما يستحق.
ريفيو ٢: الفيلم يحكي حكاية رجال ما نجموش يتأقلمو مع النظام الاجتماعي في عالم اليوم، تحت قيادة تايلر ديردن، باش يكتشفو الغريزة الطبيعية والرجولية ويهربو من حياتهم الكئيبة.
ريفيو ٣: رغم إنو الثيم باهي، والتمثيل ممتاز والرسائل المهمة اللي يوصلها الفيلم بطريقة غريبة، أنا نشوفو ما ينجّمش يربط الجمهور مع القصة ويخلّيه في عالم من الحيرة. رغم إنو أكثر التقييمات تشوف الفيلم مسلّي ومثير للاهتمام، أما أنا نختار نكون من الأقليّة اللي تشوفو الفيلم مبالغ فيه برشة.
ريفيو ٤: هل خلق الفوضى، التفجيرات، والانضمام لجماعة متشددة هو الحلّ للتخلّص من القيود المادية؟! المؤثرات البصرية مبهرة والقصة مشدودة حتى للنصف الثاني. للأسف، النهاية ماهيش مليحة.",
TB_574,"اعطي ملخّص وجيز على حكاية الفيلم ولا السلسلة.
الإدخال: بريكينغ باد (مسلسل تلفزي  2008–2013)",
TB_575,"قرّر إذا الأولاد ينجموا يتفرّجو الفيلم هذا ولا لا. اذكر شنو اللي يخليه غير مناسب إذا تشوف إنهم ما لازمش يشوفوه.
الإدخال: ذي دارك نايت (2008)",
TB_576,"اكتب تحليل قصير عالتصوير السينمائي في الفيلم.
الإدخال: ديد بووتس سوسايتي",
TB_577,"قولي رأيك في المكان المعطى وعلش تشوف إنو يستاهل الزيارة.
الإدخال: برشلونة، إسبانيا",
TB_578,"فكّر في أحسن وقت في العام باش تزور المدينة المعنيّة، وفسّر علش اخترت الوقت ذاك.
الإدخال: سيدني، أستراليا",
TB_579,"اعمل استبيان يساعد ضيوف النزل يكتبو تقييمات على النزل.
الإدخال:",
TB_580,"اعمل قائمة بأهم الأماكن في أمريكا ينجم الواحد يزورها في الوقت المعطى.
الإدخال: نوفمبر",
TB_581,"سمّي أهم المدن في فرنسا اللي ما يلزمش تفوّتها، واذكر أحسن الحاجات في كل بلاصة.
الإدخال:",
TB_582,"جاوب على السؤال التالي بالاعتماد على المعلومة الموفّرة.
الإدخال: كيفاش نقارن سترينغ في جافا؟ أنا مستعمل == في البرنامح متاعي باش نقارن السترينغات الكل، أمّا طلعلي غلطة، ومن بعد بدلت واحدة منهم بـ .equals() وتصلح العطب. هل == حاجة خايبة؟ وقتاش نستعملها ووقتاش لا؟ شنيا الفرق؟",
TB_583,"عندك سؤال وجاوبين محتملين. المهم إنك تقيم كل جواب وتشوف إذا صحيح ولا لا. لو كان غالط فسّر علاش.
الإدخال:
هل فمّا طريقة باش نقرا حرف واحد فقط من إدخال المستخدم؟ يعني هو يضغط كليد وحدة في التيرمينال وترجع (كيف getch()). نعرف فما فانكشن في ويندوز تعمل هكا، أما نحب حاجة تخدم على كل الأنظمة.

الجواب 1: هذي رابط لموقع أكتيف ستايت ريسيبيز يوري كيفاش تقرا حرف واحد في ويندوز، لينُكس وماك أو إس: 
رابطأكتيفستايت
رابطأكتيفستايت
الجواب 2: كي تحب كان توقف الشاشة باش تشوف النتيجة في التيرمينال، اكتب input() في آخر الكود وهو باش يوقف الشاشة",
TB_584,"عندك سؤالين. شوف إذا كانوا مكرّرين.
الإدخال:
سؤال1: نحاول نفهم ميزات الملتيبروسيسينغ (المعالجة المتعدّدة) مقارنة بالثريدينغ. نعرف إنو الملتيبروسيسينغ تتجاوز الجلوبال إنترpreter لوك، أما شنو الميزات الأخرى؟ وهل الثريدينغ ما ينجمش يعمل نفس الحاجة؟
سؤال2: قاعد نتعلّم كيف نستعمل الموديولات threading وmultiprocessing في بايثون باش نشغّل شوية عمليات بالتوازي ونسرّع الكود. نلقاها صعيبة (يمكن خاطر ما عنديش خلفية نظرية) باش نفهم الفرق بين كائن threading.Thread() وكائن multiprocessing.Process() زادة، مش فاهم بالضبط كيفاش نعمل طابور مهام (queue of jobs) ونخلّي كان ٤ منهم (مثلا) يخدمو بالتوازي، والباقي يستنّى الموارد تفضى قبل ما يتنفّذ. نلقى الأمثلة في الدوكيومنتيشن واضحة، أما ماهيش وافية برشة؛ أول ما نحاول نعقّد الموضوع شوية نلقى برشة أخطاء غريبة (كيما ميثود ما ينجمش يتعملّو pickle). أذن، وقتاش نستعمل threading وmultiprocessing؟ تنجم تعطيني روابط توضح المفاهيم هذي وكيفاش نستعملهم مظبوط في المهام المعقّدة؟",
TB_585,"صمّم مشكل برمجي (برمجة) عندو علاقة بالموضوع المعطى ليك. استعمل أمثلة وشروط باش تحسّن السؤال.
الإدخال: Dynamic Programming",
TB_586,"قدّم حل بجافا للمشكل التالي.
الإدخال:
عندك عدد صحيح n، لازم ترجّع true لو هو قوّة للعدد ثلاثة. وإلا false لو موش قوّة ثلاثة. العدد الصحيح n هو قوّة ثلاثة كان فما عدد x صحيح بحيث n = 3^x.
مثال١: in: n = 27 out: true التفسير: 27 = 3^3
مثال٢: in: n = 0 out: false التفسير: مافماش x بحيث 3^x = 0
مثال٣: in: n = -1 out: false التفسير: مافماش x بحيث 3^x = -1
الحدود: -٢٣١ <= n <= ٢٣١ - ١
متابعة: تنجم تحلّها بلا حلقات / ركورسيون؟",
TB_587,"فكّر في المواضيع الأكثر انتشار في أسئلة الانترفيو الكلاسيكية لخدمة في مجال علوم الكمبيوتر.
الإدخال:",
TB_588,"يلزمك ترشد الشخص هذا في السيناريو اللي حكاه على الانترفيو.
الإدخال:
أخيرا! بعد مدة من التخمين العشوائي والمحاولات بالغصب في الأمثلة على السبورة، طلعت بفكرة خوارزمية تحل سؤال الكود اللي عطاهولي الم interviewer. ياه، ريّحت كي لقيت طريق واضح. ما عادش نتهاوى. توّة قاعد نبرمج في الحل، وفجأة، الinterviewer يرميلك سؤال غير متوقّع: ""أما لو فكّرنا في المشكل بالطريقة هذي؟"" تحسّ بالتوتّر اللي كلّنا حسّينا بيه في الانترفيو: ""حاول تسمعو وتفهمو، وما تضيّعش خيط أفكارك... أوف، ما نجمش نعمل الزوز!""",
TB_589,"عندك مشكل برمجي وتنفيذ متاعو. حلّل المشكل والتنفيذ وفسّر الخوارزمية والطريقة اللي استعملناها باش نحلّو.
الإدخال:
عنا جدول Person فيه:
| personId | int |
| lastName | varchar |
| firstName | varchar |

personId هو المفتاح الأساسي. فيه معلومات عالهوية (ID) متاع الأشخاص وأسمائهم.
وجدول Address فيه:
| addressId | int |
| personId | int |
| city | varchar|
| state | varchar |

addressId هو المفتاح الأساسي. كل سطر فيه معلومات عالمدينة والولاية لشخص عندو ID معيّن.
اكتب استعلام إس كيو إل (SQL) باش ترجع first name، last name، city، وstate لكل شخص في جدول Person. إذا العنوان (address) لشخص معيّن مش موجود في جدول Address رجّع null مكانو. رجّع النتيجة بأي ترتيب.
التنفيذ:
سيلكت فيرست نايم، لاست نايم، سيتي، ستيت فروم بيرسن ليفت جوين آدرس أون بيرسن.بيرسن آي دي = آدرس.بيرسن آي دي",
TB_590,"المقال المعطى يلزمنا نراجعو من الناحية العلمية ونصلحو الغلط كان فما.
الإدخال:
الزنك هو معدن ضروري للصحة. يشارك في برشة عمليات بيوكيميائية في الجسم ولازم لوظيفة سليمة لجهاز المناعة. الزنك الزايد ما هوش مضرّ خاطر يتطرّد في البول.",
